ID,first_name,last_name,company_name,address,city,county,state,phone1,phone2,email
33133,Tiffiny,Steffensmeier,Whitehall Robbins Labs Divsn,32860 Sierra Rd,Miami,Miami-Dade,FL,305-385-9695,305-304-6573,tiffiny_steffensmeier@cox.net
16502,Edna,Miceli,Sampler,555 Main St,Erie,Erie,PA,814-460-2655,814-299-2877,emiceli@miceli.org
75149,Sue,Kownacki,Juno Chefs Incorporated,2 Se 3rd Ave,Mesquite,Dallas,TX,972-666-3413,972-742-4000,sue@aol.com
37388,Jesusa,Shin,"Carroccio, A Thomas Esq",2239 Shawnee Mission Pky,Tullahoma,Coffee,TN,931-273-8709,931-739-1551,jshin@shin.com
7501,Rolland,Francescon,"Stanley, Richard L Esq",2726 Charcot Ave,Paterson,Passaic,NJ,973-649-2922,973-284-4048,rolland@cox.net
33030,Pamella,Schmierer,K Cs Cstm Mouldings Windows,5161 Dorsett Rd,Homestead,Miami-Dade,FL,305-420-8970,305-575-8481,pamella.schmierer@schmierer.org
21117,Glory,Kulzer,Comfort Inn,55892 Jacksonville Rd,Owings Mills,Baltimore,MD,410-224-9462,410-916-8015,gkulzer@kulzer.org
91362,Shawna,Palaspas,"Windsor, James L Esq",5 N Cleveland Massillon Rd,Thousand Oaks,Ventura,CA,805-275-3566,805-638-6617,shawna_palaspas@palaspas.org
96819,Brandon,Callaro,Jackson Shields Yeiser,7 Benton Dr,Honolulu,Honolulu,HI,808-215-6832,808-240-5168,brandon_callaro@hotmail.com
31701,Scarlet,Cartan,"Box, J Calvin Esq",9390 S Howell Ave,Albany,Dougherty,GA,229-735-3378,229-365-9658,scarlet.cartan@yahoo.com
2210,Oretha,Menter,Custom Engineering Inc,8 County Center Dr #647,Boston,Suffolk,MA,617-418-5043,617-697-6024,oretha_menter@yahoo.com
7601,Ty,Smith,Bresler Eitel Framg Gllry Ltd,4646 Kaahumanu St,Hackensack,Bergen,NJ,201-672-1553,201-995-3149,tsmith@aol.com
94403,Xuan,Rochin,"Carol, Drake Sparks Esq",2 Monroe St,San Mateo,San Mateo,CA,650-933-5072,650-247-2625,xuan@gmail.com
91761,Lindsey,Dilello,Biltmore Investors Bank,52777 Leaders Heights Rd,Ontario,San Bernardino,CA,909-639-9887,909-589-1693,lindsey.dilello@hotmail.com
94606,Devora,Perez,Desco Equipment Corp,72868 Blackington Ave,Oakland,Alameda,CA,510-955-3016,510-755-9274,devora_perez@perez.org
12180,Herman,Demesa,Merlin Electric Co,9 Norristown Rd,Troy,Rensselaer,NY,518-497-2940,518-931-7852,hdemesa@cox.net
18411,Rory,Papasergi,Bailey Cntl Co Div Babcock,83 County Road 437 #8581,Clarks Summit,Lackawanna,PA,570-867-7489,570-469-8401,rpapasergi@cox.net
7050,Talia,Riopelle,Ford Brothers Wholesale Inc,1 N Harlem Ave #9,Orange,Essex,NJ,973-245-2133,973-818-9788,talia_riopelle@aol.com
8867,Van,Shire,Cambridge Inn,90131 J St,Pittstown,Hunterdon,NJ,908-409-2890,908-448-1209,van.shire@shire.com
32922,Lucina,Lary,"Matricciani, Albert J Jr",8597 W National Ave,Cocoa,Brevard,FL,321-749-4981,321-632-4668,lucina_lary@cox.net
10468,Bok,Isaacs,Nelson Hawaiian Ltd,6 Gilson St,Bronx,Bronx,NY,718-809-3762,718-478-8568,bok.isaacs@aol.com
96782,Rolande,Spickerman,Neland Travel Agency,65 W Maple Ave,Pearl City,Honolulu,HI,808-315-3077,808-526-5863,rolande.spickerman@spickerman.com
80231,Howard,Paulas,"Asendorf, J Alan Esq",866 34th Ave,Denver,Denver,CO,303-623-4241,303-692-3118,hpaulas@gmail.com
7866,Kimbery,Madarang,"Silberman, Arthur L Esq",798 Lund Farm Way,Rockaway,Morris,NJ,973-310-1634,973-225-6259,kimbery_madarang@cox.net
8201,Thurman,Manno,Honey Bee Breeding Genetics &,9387 Charcot Ave,Absecon,Atlantic,NJ,609-524-3586,609-234-8376,thurman.manno@yahoo.com
7062,Becky,Mirafuentes,Wells Kravitz Schnitzer,30553 Washington Rd,Plainfield,Union,NJ,908-877-8409,908-426-8272,becky.mirafuentes@mirafuentes.com
2346,Beatriz,Corrington,Prohab Rehabilitation Servs,481 W Lemon St,Middleboro,Plymouth,MA,508-584-4279,508-315-3867,beatriz@yahoo.com
60638,Marti,Maybury,"Eldridge, Kristin K Esq",4 Warehouse Point Rd #7,Chicago,Cook,IL,773-775-4522,773-539-1058,marti.maybury@yahoo.com
97202,Nieves,Gotter,"Vlahos, John J Esq",4940 Pulaski Park Dr,Portland,Multnomah,OR,503-527-5274,503-455-3094,nieves_gotter@gmail.com
75227,Leatha,Hagele,Ninas Indian Grs & Videos,627 Walford Ave,Dallas,Dallas,TX,214-339-1809,214-225-5850,lhagele@cox.net
60604,Valentin,Klimek,"Schmid, Gayanne K Esq",137 Pioneer Way,Chicago,Cook,IL,312-303-5453,312-512-2338,vklimek@klimek.org
45840,Melissa,Wiklund,Moapa Valley Federal Credit Un,61 13 Stoneridge #835,Findlay,Hancock,OH,419-939-3613,419-254-4591,melissa@cox.net
92501,Sheridan,Zane,Kentucky Tennessee Clay Co,2409 Alabama Rd,Riverside,Riverside,CA,951-645-3605,951-248-6822,sheridan.zane@zane.com
76707,Bulah,Padilla,Admiral Party Rentals & Sales,8927 Vandever Ave,Waco,McLennan,TX,254-463-4368,254-816-8417,bulah_padilla@hotmail.com
37211,Audra,Kohnert,"Nelson, Karolyn King Esq",134 Lewis Rd,Nashville,Davidson,TN,615-406-7854,615-448-9249,audra@kohnert.com
53216,Daren,Weirather,Panasystems,9 N College Ave #3,Milwaukee,Milwaukee,WI,414-959-2540,414-838-3151,dweirather@aol.com
21655,Fernanda,Jillson,"Shank, Edward L Esq",60480 Old Us Highway 51,Preston,Caroline,MD,410-387-5260,410-724-6472,fjillson@aol.com
75061,Gearldine,Gellinger,Megibow & Edwards,4 Bloomfield Ave,Irving,Dallas,TX,972-934-6914,972-821-7118,gearldine_gellinger@gellinger.com
90212,Chau,Kitzman,"Benoff, Edward Esq",429 Tiger Ln,Beverly Hills,Los Angeles,CA,310-560-8022,310-969-7230,chau@gmail.com
11758,Theola,Frey,Woodbridge Free Public Library,54169 N Main St,Massapequa,Nassau,NY,516-948-5768,516-357-3362,theola_frey@frey.com
8401,Cheryl,Haroldson,New York Life John Thune,92 Main St,Atlantic City,Atlantic,NJ,609-518-7697,609-263-9243,cheryl@haroldson.org
45203,Laticia,Merced,Alinabal Inc,72 Mannix Dr,Cincinnati,Hamilton,OH,513-508-7371,513-418-1566,lmerced@gmail.com
97401,Carissa,Batman,"Poletto, Kim David Esq",12270 Caton Center Dr,Eugene,Lane,OR,541-326-4074,541-801-5717,carissa.batman@yahoo.com
27577,Lezlie,Craghead,"Chang, Carolyn Esq",749 W 18th St #45,Smithfield,Johnston,NC,919-533-3762,919-885-2453,lezlie.craghead@craghead.org
10002,Ozell,Shealy,Silver Bros Inc,8 Industry Ln,New York,New York,NY,212-332-8435,212-880-8865,oshealy@hotmail.com
85017,Arminda,Parvis,Newtec Inc,1 Huntwood Ave,Phoenix,Maricopa,AZ,602-906-9419,602-277-3025,arminda@parvis.com
46240,Reita,Leto,Creative Business Systems,55262 N French Rd,Indianapolis,Marion,IN,317-234-1135,317-787-5514,reita.leto@gmail.com
13214,Yolando,Luczki,Dal Tile Corporation,422 E 21st St,Syracuse,Onondaga,NY,315-304-4759,315-640-6357,yolando@cox.net
8002,Lizette,Stem,Edward S Katz,501 N 19th Ave,Cherry Hill,Camden,NJ,856-487-5412,856-702-3676,lizette.stem@aol.com
11530,Gregoria,Pawlowicz,Oh My Goodknits Inc,455 N Main Ave,Garden City,Nassau,NY,516-212-1915,516-376-4230,gpawlowicz@yahoo.com
72202,Carin,Deleo,"Redeker, Debbie",1844 Southern Blvd,Little Rock,Pulaski,AR,501-308-1040,501-409-6072,cdeleo@deleo.com
55101,Chantell,Maynerich,Desert Sands Motel,2023 Greg St,Saint Paul,Ramsey,MN,651-591-2583,651-776-9688,chantell@yahoo.com
19134,Dierdre,Yum,Cummins Southern Plains Inc,63381 Jenks Ave,Philadelphia,Philadelphia,PA,215-325-3042,215-346-4666,dyum@yahoo.com
70360,Larae,Gudroe,Lehigh Furn Divsn Lehigh,6651 Municipal Rd,Houma,Terrebonne,LA,985-890-7262,985-261-5783,larae_gudroe@gmail.com
11779,Latrice,Tolfree,United Van Lines Agent,81 Norris Ave #525,Ronkonkoma,Suffolk,NY,631-957-7624,631-998-2102,latrice.tolfree@hotmail.com
95827,Kerry,Theodorov,Capitol Reporters,6916 W Main St,Sacramento,Sacramento,CA,916-591-3277,916-770-7448,kerry.theodorov@gmail.com
83704,Dorthy,Hidvegi,Kwik Kopy Printing,9635 S Main St,Boise,Ada,ID,208-649-2373,208-690-3315,dhidvegi@yahoo.com
78664,Fannie,Lungren,Centro Inc,17 Us Highway 111,Round Rock,Williamson,TX,512-587-5746,512-528-9933,fannie.lungren@yahoo.com
19123,Evangelina,Radde,"Campbell, Jan Esq",992 Civic Center Dr,Philadelphia,Philadelphia,PA,215-964-3284,215-417-5612,evangelina@aol.com
96720,Novella,Degroot,"Evans, C Kelly Esq",303 N Radcliffe St,Hilo,Hawaii,HI,808-477-4775,808-746-1865,novella_degroot@degroot.org
89502,Clay,Hoa,Scat Enterprises,73 Saint Ann St #86,Reno,Washoe,NV,775-501-8109,775-848-9135,choa@hoa.org
60090,Jennifer,Fallick,"Nagle, Daniel J Esq",44 58th St,Wheeling,Cook,IL,847-979-9545,847-800-3054,jfallick@yahoo.com
7869,Irma,Wolfgramm,Serendiquity Bed & Breakfast,9745 W Main St,Randolph,Morris,NJ,973-545-7355,973-868-8660,irma.wolfgramm@hotmail.com
29301,Eun,Coody,Ray Carolyne Realty,84 Bloomfield Ave,Spartanburg,Spartanburg,SC,864-256-3620,864-594-4578,eun@yahoo.com
21074,Sylvia,Cousey,"Berg, Charles E",287 Youngstown Warren Rd,Hampstead,Carroll,MD,410-209-9545,410-863-8263,sylvia_cousey@cousey.org
10553,Nana,Wrinkles,"Ray, Milbern D",6 Van Buren St,Mount Vernon,Westchester,NY,914-855-2115,914-796-3775,nana@aol.com
10011,Layla,Springe,Chadds Ford Winery,229 N Forty Driv,New York,New York,NY,212-260-3151,212-253-7448,layla.springe@cox.net
94710,Joesph,Degonia,A R Packaging,2887 Knowlton St #5435,Berkeley,Alameda,CA,510-677-9785,510-942-5916,joesph_degonia@degonia.org
1742,Annabelle,Boord,Corn Popper,523 Marquette Ave,Concord,Middlesex,MA,978-697-6263,978-289-7717,annabelle.boord@cox.net
94104,Stephaine,Vinning,Birite Foodservice Distr,3717 Hamann Industrial Pky,San Francisco,San Francisco,CA,415-767-6596,415-712-9530,stephaine@cox.net
7652,Nelida,Sawchuk,Anchorage Museum Of Hist & Art,3 State Route 35 S,Paramus,Bergen,NJ,201-971-1638,201-247-8925,nelida@gmail.com
94561,Marguerita,Hiatt,"Haber, George D Md",82 N Highway 67,Oakley,Contra Costa,CA,925-634-7158,925-541-8521,marguerita.hiatt@gmail.com
60623,Carmela,Cookey,Royal Pontiac Olds Inc,9 Murfreesboro Rd,Chicago,Cook,IL,773-494-4195,773-297-9391,ccookey@cookey.org
7009,Junita,Brideau,Leonards Antiques Inc,6 S Broadway St,Cedar Grove,Essex,NJ,973-943-3423,973-582-5469,jbrideau@aol.com
